"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","External wall construction","Flat roof construction","Glazing type","Partition construction",
"184","4","3-Non optimal","7885.88","823.173329183576","15178.397","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation AAC Wall",
"185","4","3-Non optimal","10602.67","1369.92173234223","22323.037","FLYASH + INSULATION","RRC SLAB","GLAZING-2","Partation AAC Wall",
"186","4","3-Non optimal","8109.29","828.614633968548","15761.802","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation AAC Wall",
"187","4","3-Non optimal","8985.78","880.700708796154","18372.095","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Red Brick",
"188","4","3-Non optimal","12155.89","1609.19276113872","25966.184","CONCRETE BRICK","RCC+ MARABLE","GLAZING-4","Partation Wall-Flyash",
"189","4","3-Non optimal","8786.24","861.726184706974","17825.992","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Red Brick",
"190","4","3-Non optimal","8158.36","886.541238210199","15865.928","HOLLOW BRICK","RCC+INSULATION","GLAZING-6","Partation AAC Wall",
"191","4","3-Non optimal","11355.61","1577.98304673353","23790.413","CONCRETE BRICK","RRC SLAB","GLAZING-6","Partation Wall-Red Brick",
"192","4","3-Non optimal","7194.18","616.862066921633","13487.367","AAC BRICK","RCC+INSULATION","GLAZING-10","Partation AAC Wall",
"193","5","3-Non optimal","6992.57","535.680252733738","13201.795","AAC + INSULATION","RCC+INSULATION","GLAZING-8","Partation Wall-Flyash",
"194","5","3-Non optimal","6829.63","545.50673691661","12765.984","AAC + INSULATION","RCC+INSULATION","GLAZING-7","Partation Wall-Flyash",
"195","5","3-Non optimal","11411.92","1415.67180898718","24578.499","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-7","Partation AAC Wall",
"196","5","3-Non optimal","11981.39","1512.36412453238","25843.095","RED BRICK","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"197","5","3-Non optimal","7211.04","592.907475590213","13744.915","AAC + INSULATION","RCC+INSULATION","GLAZING-1","Partation Wall-Red Brick",
"198","5","3-Non optimal","10751.5","1366.74484272013","22767.315","FLYASH + INSULATION","RRC SLAB","GLAZING-5","Partation Wall-Red Brick",
"199","5","3-Non optimal","7126.64","586.449581051715","13309.706","AAC BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"200","5","3-Non optimal","8246.38","858.935987410628","16261.324","RED BRICK","RCC+INSULATION","GLAZING-10","Partation AAC Wall",
"201","5","3-Non optimal","6637.14","537.865505475171","12202.839","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-6","Partation AAC Wall",
"202","5","3-Non optimal","10560.23","1361.39264142291","22218.079","AAC + INSULATION","RRC SLAB","GLAZING-2","Partation Wall-Red Brick",
"203","5","3-Non optimal","9171.78","926.342692076685","18847.896","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-1","Partation Wall-Red Brick",
"204","5","3-Non optimal","8407.03","860.427047086829","16657.912","FLYASH BRICK","RCC+INSULATION","GLAZING-1","Partation AAC Wall",
"205","5","3-Non optimal","9840.19","1147.42494694479","20227.870","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Red Brick",
"206","5","3-Non optimal","8735.85","1123.56915837439","17182.901","CONCRETE BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
"207","5","3-Non optimal","8754.99","1106.17897827854","17219.982","CONCRETE BRICK","RCC+INSULATION","GLAZING-5","Partation AAC Wall",
"208","5","3-Non optimal","11341.5","1393.64106138627","24419.676","AAC + INSULATION","RCC+ MARABLE","GLAZING-10","Partation Wall-Flyash",
"209","5","3-Non optimal","11255.98","1396.21349153776","24154.102","AAC + INSULATION","RCC+ MARABLE","GLAZING-10","Partation AAC Wall",
"210","5","3-Non optimal","7225.78","614.908482067642","13764.335","FLYASH + INSULATION","RCC+INSULATION","GLAZING-3","Partation AAC Wall",
"211","5","3-Non optimal","9779.17","1113.66807054254","20084.345","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Red Brick",
"212","5","3-Non optimal","10519.05","1346.11636342602","22131.378","AAC + INSULATION","RRC SLAB","GLAZING-4","Partation Wall-Red Brick",
"213","5","3-Non optimal","10585.73","1366.78705101145","22286.906","AAC + INSULATION","RRC SLAB","GLAZING-1","Partation Wall-Flyash",
"214","5","3-Non optimal","6955.78","535.916951912136","13085.364","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"215","5","3-Non optimal","9088.15","932.479544428781","18394.277","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Flyash",
"216","5","3-Non optimal","7160.67","593.57609832623","13610.285","AAC + INSULATION","RCC+INSULATION","GLAZING-2","Partation Wall-Red Brick",
"217","5","3-Non optimal","10516.35","1326.99736871146","22165.836","FLYASH + INSULATION","RRC SLAB","GLAZING-10","Partation Wall-Red Brick",
"218","5","3-Non optimal","7367","625.169241395457","13934.069","AAC BRICK","RCC+INSULATION","GLAZING-8","Partation AAC Wall",
"219","5","3-Non optimal","7486.52","633.501174382799","14242.790","AAC BRICK","RCC+INSULATION","GLAZING-5","Partation AAC Wall",
"220","5","3-Non optimal","11400.23","1611.76796733646","23864.884","CONCRETE BRICK","RRC SLAB","GLAZING-5","Partation AAC Wall",
"221","5","3-Non optimal","7253.9","620.845279310177","13664.581","AAC BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"222","6","3-Non optimal","6950.46","536.520627916714","13051.526","AAC + INSULATION","RCC+INSULATION","GLAZING-8","Partation AAC Wall",
"223","6","3-Non optimal","12003.33","1508.51849260962","25792.723","HOLLOW BRICK","RCC+ MARABLE","GLAZING-4","Partation Wall-Flyash",
"224","6","3-Non optimal","11926.33","1504.05829598675","25599.902","HOLLOW BRICK","RCC+ MARABLE","GLAZING-7","Partation Wall-Red Brick",
"225","6","3-Non optimal","11598.93","1431.11042543538","25099.427","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-4","Partation Wall-Flyash",
"226","6","3-Non optimal","11409.62","1409.42763527026","24553.276","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-6","Partation AAC Wall",
"227","6","3-Non optimal","10092.43","1340.8135346175","20671.495","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation Wall-Red Brick",
"228","6","3-Non optimal","6833.69","545.244502068254","12776.650","AAC + INSULATION","RCC+INSULATION","GLAZING-7","Partation Wall-Red Brick",
"229","6","3-Non optimal","8879.05","1117.95462351516","17565.481","CONCRETE BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Red Brick",
"230","6","3-Non optimal","10376.59","1325.99432764236","21772.796","AAC + INSULATION","RRC SLAB","GLAZING-10","Partation Wall-Red Brick",
"231","6","3-Non optimal","8644.78","1100.84206869767","16966.043","CONCRETE BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"232","6","3-Non optimal","11037.54","1481.38022800296","23133.874","HOLLOW BRICK","RRC SLAB","GLAZING-6","Partation AAC Wall",
"233","6","3-Non optimal","8747.47","1128.7386133021","17185.638","CONCRETE BRICK","RCC+INSULATION","GLAZING-2","Partation AAC Wall",
"234","6","3-Non optimal","7409.1","623.349877769188","14278.515","FLYASH + INSULATION","RCC+INSULATION","GLAZING-2","Partation Wall-Red Brick",
"235","6","3-Non optimal","6901.06","551.795416517422","12939.563","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"236","6","3-Non optimal","6719.48","496.345937844734","12479.853","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"237","6","3-Non optimal","7200.73","613.005722749692","13735.590","FLYASH + INSULATION","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
"238","6","3-Non optimal","11422.92","1415.8448592196","24600.207","AAC + INSULATION","RCC+ MARABLE","GLAZING-3","Partation Wall-Flyash",
"239","6","3-Non optimal","7196.45","612.780543795181","13723.475","FLYASH + INSULATION","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"240","6","3-Non optimal","7200.41","581.193246292182","13721.386","FLYASH + INSULATION","RCC+INSULATION","GLAZING-9","Partation AAC Wall",
"241","6","3-Non optimal","11297.41","1413.61820027677","24233.187","AAC + INSULATION","RCC+ MARABLE","GLAZING-6","Partation AAC Wall",
"242","6","3-Non optimal","7011.65","542.399276791929","13269.488","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Red Brick",
"243","6","3-Non optimal","7274.64","633.647933022729","13668.124","AAC BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation AAC Wall",
"244","6","3-Non optimal","12034.5","1508.86335010771","26016.304","FLYASH BRICK","RCC+ MARABLE","GLAZING-8","Partation Wall-Red Brick",
"245","6","3-Non optimal","6956.22","579.557729644541","13095.441","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"246","6","3-Non optimal","8448.45","912.104515809298","16639.936","HOLLOW BRICK","RCC+INSULATION","GLAZING-1","Partation Wall-Red Brick",
"247","6","3-Non optimal","11999.66","1615.54603698175","25517.645","CONCRETE BRICK","RCC+ MARABLE","GLAZING-6","Partation AAC Wall",
"248","6","3-Non optimal","8214.54","856.961313716199","16028.470","HOLLOW BRICK","RCC+INSULATION","GLAZING-8","Partation AAC Wall",
"249","7","3-Non optimal","11619.99","1435.50561602005","25134.292","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-2","Partation Wall-Red Brick",
"250","7","3-Non optimal","11218.68","1459.11933728409","23768.169","FLYASH BRICK","RRC SLAB","GLAZING-2","Partation Wall-Flyash",
"251","7","3-Non optimal","11548.2","1420.33745224178","24952.480","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"252","7","3-Non optimal","11708","1457.31918270511","25390.298","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-5","Partation Wall-Red Brick",
"253","7","3-Non optimal","9907.09","1120.58723224409","20546.701","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation Wall-Flyash",
"254","7","3-Non optimal","6675.48","541.500440716348","12349.007","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"255","7","3-Non optimal","6729","484.51110602523","12521.083","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"256","7","3-Non optimal","8771.97","1109.85389565462","17292.994","CONCRETE BRICK","RCC+INSULATION","GLAZING-9","Partation Wall-Flyash",
"257","7","3-Non optimal","6695.56","495.116905905195","12384.017","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"258","7","3-Non optimal","7340.76","621.518345627831","14061.410","FLYASH + INSULATION","RCC+INSULATION","GLAZING-2","Partation AAC Wall",
"259","7","3-Non optimal","6906.18","543.468130728465","12908.994","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-1","Partation AAC Wall",
"260","7","3-Non optimal","9782.08","1108.16395622244","20203.761","RED BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation AAC Wall",
"261","7","3-Non optimal","6727.64","541.820191624684","12442.823","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"262","7","3-Non optimal","6680.18","542.32184099668","12362.175","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"263","7","3-Non optimal","6682.04","497.19204905299","12336.519","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-4","Partation AAC Wall",
"264","7","3-Non optimal","11496.79","1432.74929592547","24786.471","AAC + INSULATION","RCC+ MARABLE","GLAZING-2","Partation Wall-Flyash",
"265","7","3-Non optimal","8380.2","1063.25686327664","16259.086","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation AAC Wall",
"266","7","3-Non optimal","8373.9","891.340077010841","16604.865","RED BRICK","RCC+INSULATION","GLAZING-7","Partation Wall-Red Brick",
"267","7","3-Non optimal","9284.44","948.284592886759","18927.124","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Red Brick",
"268","7","3-Non optimal","7190.08","589.293723296139","13508.788","AAC BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Red Brick",
"269","7","3-Non optimal","7153.21","582.69016829609","13578.298","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-1","Partation AAC Wall",
"270","8","3-Non optimal","7433.91","625.021626475192","14134.653","AAC BRICK","RCC+INSULATION","GLAZING-9","Partation Wall-Red Brick",
"271","8","3-Non optimal","11941.99","1518.23405843239","25604.118","HOLLOW BRICK","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"272","8","3-Non optimal","8856.32","858.768888543507","18033.168","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-9","Partation Wall-Red Brick",
"273","8","3-Non optimal","8193.08","820.490608472623","16128.938","RED BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"274","8","3-Non optimal","7032.8","587.313573243679","13279.464","AAC + INSULATION","RCC+INSULATION","GLAZING-3","Partation Wall-Red Brick",
"275","8","3-Non optimal","6951.99","543.470109969553","13054.111","AAC + INSULATION","RCC+INSULATION","GLAZING-9","Partation AAC Wall",
"276","8","3-Non optimal","6820.06","542.841371915484","12746.032","AAC + INSULATION","RCC+INSULATION","GLAZING-10","Partation Wall-Red Brick",
"277","8","3-Non optimal","7077.99","545.172650599518","13381.643","AAC + INSULATION","RCC+INSULATION","GLAZING-5","Partation AAC Wall",
"278","8","3-Non optimal","8496.04","911.17257875677","16910.859","RED BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Red Brick",
"279","8","3-Non optimal","6942.92","545.058528335379","13017.639","AAC + INSULATION","RCC+INSULATION","GLAZING-4","Partation AAC Wall",
"280","8","3-Non optimal","7214.83","628.814773771216","13550.685","AAC BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"281","8","1-Optimal","6519.98","491.14237270541","11919.579","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-7","Partation AAC Wall",
"282","8","1-Optimal","6553.19","489.949056051622","12052.032","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"283","8","1-Optimal","6506.58","491.513527564769","11892.162","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"284","8","3-Non optimal","6545.59","491.862215347679","12041.501","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"285","8","3-Non optimal","11335.37","1420.29124381624","24330.814","AAC + INSULATION","RCC+ MARABLE","GLAZING-3","Partation AAC Wall",
"286","8","3-Non optimal","10531.39","1355.45672790474","22170.250","AAC + INSULATION","RRC SLAB","GLAZING-8","Partation Wall-Flyash",
"287","8","3-Non optimal","10410.76","1336.47482805284","21853.924","AAC + INSULATION","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"288","8","3-Non optimal","8486.9","1067.30121162661","16531.469","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation AAC Wall",
"289","8","3-Non optimal","6825.34","540.510597907739","12781.807","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Flyash",
"290","8","3-Non optimal","8302.13","873.337312316124","16271.025","HOLLOW BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Red Brick",
"291","8","3-Non optimal","8970.73","901.169618749358","18079.159","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-7","Partation AAC Wall",
"292","8","3-Non optimal","8005.83","824.953220195682","15487.148","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation AAC Wall",
"293","9","3-Non optimal","6815.89","542.30728627647","12735.158","AAC + INSULATION","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"294","9","3-Non optimal","9907.77","1104.64822214619","20565.738","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Flyash",
"295","9","3-Non optimal","8493.58","1067.33716321301","16553.765","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"296","9","3-Non optimal","7101.59","595.579556012158","13415.833","AAC + INSULATION","RCC+INSULATION","GLAZING-2","Partation AAC Wall",
"297","9","3-Non optimal","8583.54","917.708540250832","17134.606","RED BRICK","RCC+INSULATION","GLAZING-2","Partation Wall-Red Brick",
"298","9","3-Non optimal","10360.97","1354.84541059595","21664.590","AAC + INSULATION","RRC SLAB","GLAZING-6","Partation AAC Wall",
"299","9","3-Non optimal","6967.02","582.896956713173","12883.567","AAC BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation AAC Wall",
"300","9","3-Non optimal","12000.16","1491.23929651038","25931.395","FLYASH BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Red Brick",
"301","9","3-Non optimal","9705.19","1122.65213836995","19881.315","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Flyash",
"302","9","3-Non optimal","11388.3","1418.73451206086","24533.897","AAC + INSULATION","RCC+ MARABLE","GLAZING-7","Partation Wall-Flyash",
"303","9","3-Non optimal","7010.15","582.73020595235","13038.403","AAC BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"304","9","3-Non optimal","8616.38","1079.25438007129","16894.375","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"305","9","3-Non optimal","8342.74","883.788648205489","16532.577","RED BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"306","9","3-Non optimal","7024.53","587.632694816014","13261.541","AAC + INSULATION","RCC+INSULATION","GLAZING-3","Partation Wall-Flyash",
"307","9","3-Non optimal","10664.04","1356.3750118131","22543.980","FLYASH + INSULATION","RRC SLAB","GLAZING-8","Partation Wall-Flyash",
"308","9","3-Non optimal","11991.5","1491.7600410336","25908.103","FLYASH BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Flyash",
"309","9","3-Non optimal","6999.34","545.62165758802","13221.992","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Red Brick",
"310","9","3-Non optimal","10432.69","1337.63194717206","21906.901","FLYASH + INSULATION","RRC SLAB","GLAZING-10","Partation AAC Wall",
"311","9","3-Non optimal","8094.62","837.210780394699","15739.843","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"312","9","3-Non optimal","8246.73","897.099700325794","16116.869","HOLLOW BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"313","9","3-Non optimal","8737.82","833.335266792309","17723.044","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Red Brick",
"314","9","3-Non optimal","8210.85","875.967666198392","16028.963","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"315","9","3-Non optimal","7388.93","659.195723567802","13968.534","AAC BRICK","RCC+INSULATION","GLAZING-3","Partation AAC Wall",
"316","10","3-Non optimal","8064.36","823.119904754534","15807.615","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"317","10","3-Non optimal","8179.97","856.906298188365","16108.329","RED BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"318","10","3-Non optimal","7082.29","581.909207591102","13447.954","FLYASH + INSULATION","RCC+INSULATION","GLAZING-10","Partation Wall-Flyash",
"319","10","3-Non optimal","10538.71","1354.2895103493","22190.507","AAC + INSULATION","RRC SLAB","GLAZING-8","Partation Wall-Red Brick",
"320","10","3-Non optimal","10511.74","1347.80222204831","22111.214","AAC + INSULATION","RRC SLAB","GLAZING-4","Partation Wall-Flyash",
"321","10","3-Non optimal","10647.47","1347.5138442274","22493.951","FLYASH + INSULATION","RRC SLAB","GLAZING-4","Partation Wall-Flyash",
"322","10","3-Non optimal","11978.93","1508.90923279248","25869.924","RED BRICK","RCC+ MARABLE","GLAZING-7","Partation Wall-Red Brick",
"323","10","3-Non optimal","6949.79","579.485710731985","12850.908","AAC BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"324","10","3-Non optimal","10595","1365.7336185266","22309.415","AAC + INSULATION","RRC SLAB","GLAZING-1","Partation Wall-Red Brick",
"325","10","3-Non optimal","6863.46","489.331147150974","12869.747","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"326","10","3-Non optimal","8068.21","858.314711415985","15651.402","HOLLOW BRICK","RCC+INSULATION","GLAZING-10","Partation AAC Wall",
"327","10","1-Optimal","6687.72","484.290852927316","12365.424","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"328","10","3-Non optimal","9046.74","870.199035395316","18538.771","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Red Brick",
"329","10","3-Non optimal","9806.01","1086.12914074751","20305.806","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-9","Partation Wall-Flyash",
"330","10","3-Non optimal","11164.39","1458.36750812778","23646.240","RED BRICK","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"331","10","3-Non optimal","8174.69","875.036671294789","15943.814","HOLLOW BRICK","RCC+INSULATION","GLAZING-7","Partation Wall-Flyash",
"332","11","3-Non optimal","8395.6","841.184933233251","16672.185","RED BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Red Brick",
"333","11","3-Non optimal","9990.75","1127.24977513332","20779.673","RED BRICK","RCC + FOAM CONCRETE","GLAZING-5","Partation Wall-Red Brick",
"334","11","3-Non optimal","7124.57","581.566162562803","13304.237","AAC BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"335","11","3-Non optimal","9775.99","1141.11455944906","20037.151","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"336","11","3-Non optimal","6999.99","542.550116518896","13217.624","AAC + INSULATION","RCC+INSULATION","GLAZING-9","Partation Wall-Flyash",
"337","11","3-Non optimal","8605.51","1077.18552602424","16866.994","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Flyash",
"338","11","3-Non optimal","10534.72","1373.27226708957","22132.365","AAC + INSULATION","RRC SLAB","GLAZING-5","Partation AAC Wall",
"339","11","3-Non optimal","8471.99","889.118310698526","16825.868","RED BRICK","RCC+INSULATION","GLAZING-2","Partation AAC Wall",
"340","11","3-Non optimal","10369.26","1326.47484626454","21752.488","AAC + INSULATION","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"341","11","3-Non optimal","8963.87","866.839116046643","18296.406","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-4","Partation AAC Wall",
"342","11","3-Non optimal","7002.01","532.81596753964","13242.069","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Flyash",
"343","11","3-Non optimal","8091.23","861.822517362995","15704.277","HOLLOW BRICK","RCC+INSULATION","GLAZING-7","Partation AAC Wall",
"344","11","3-Non optimal","11614.87","1432.25971009894","24888.576","AAC BRICK","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"345","11","3-Non optimal","11432.62","1592.72381368858","23983.011","CONCRETE BRICK","RRC SLAB","GLAZING-2","Partation Wall-Flyash",
"346","11","3-Non optimal","8780.19","861.143701894154","17809.964","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Flyash",
"347","11","3-Non optimal","11531.87","1404.81420967739","24702.992","AAC BRICK","RCC+ MARABLE","GLAZING-10","Partation Wall-Red Brick",
"348","11","3-Non optimal","6769.69","545.529139561454","12599.116","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"349","11","3-Non optimal","7619.55","673.079552724453","14595.975","AAC BRICK","RCC+INSULATION","GLAZING-1","Partation Wall-Flyash",
"350","12","3-Non optimal","10996.15","1437.44026143559","23184.033","FLYASH BRICK","RRC SLAB","GLAZING-10","Partation AAC Wall",
"351","12","3-Non optimal","9674.28","1104.64814274136","19795.559","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-9","Partation AAC Wall",
"352","12","3-Non optimal","11906.94","1498.8603684825","25516.983","HOLLOW BRICK","RCC+ MARABLE","GLAZING-9","Partation AAC Wall",
"353","12","3-Non optimal","11874.36","1503.96241142395","25411.839","HOLLOW BRICK","RCC+ MARABLE","GLAZING-3","Partation AAC Wall",
"354","12","3-Non optimal","8576.91","1074.42598457739","16766.456","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation AAC Wall",
"355","12","3-Non optimal","8704.39","1084.67890302585","17120.195","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Red Brick",
"356","12","3-Non optimal","6843.33","543.723776803403","12820.120","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"357","12","3-Non optimal","12163.53","1612.51585742647","25973.234","CONCRETE BRICK","RCC+ MARABLE","GLAZING-2","Partation Wall-Flyash",
"358","12","3-Non optimal","8948.4","891.592673335964","18241.097","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-3","Partation AAC Wall",
"359","12","3-Non optimal","8944.66","904.420956027804","18234.110","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Flyash",
"360","12","3-Non optimal","8703.68","826.409829706217","17638.378","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-10","Partation Wall-Red Brick",
"361","12","3-Non optimal","8287.09","859.206628375952","16354.726","RED BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation AAC Wall",
"362","12","3-Non optimal","6953.73","547.041260930354","13080.373","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-1","Partation Wall-Flyash",
"363","13","3-Non optimal","11176.54","1441.02031916862","23680.576","FLYASH BRICK","RRC SLAB","GLAZING-9","Partation Wall-Flyash",
"364","13","3-Non optimal","8493.66","1087.94306976527","16539.912","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation AAC Wall",
"365","13","3-Non optimal","7257.47","581.479261379388","13912.768","FLYASH + INSULATION","RCC+INSULATION","GLAZING-8","Partation Wall-Red Brick",
"366","13","3-Non optimal","11132.69","1493.41715165379","23376.152","HOLLOW BRICK","RRC SLAB","GLAZING-2","Partation AAC Wall",
"367","13","3-Non optimal","10569.11","1343.83254459184","22278.964","FLYASH + INSULATION","RRC SLAB","GLAZING-6","Partation Wall-Flyash",
"368","13","3-Non optimal","7007.18","540.824190607044","13256.845","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Flyash",
"369","13","3-Non optimal","9289.37","978.438006356905","18913.919","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-1","Partation Wall-Red Brick",
"370","13","3-Non optimal","7078.13","536.130225895716","13403.952","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-5","Partation AAC Wall",
"371","13","3-Non optimal","11208.09","1481.99333779008","23606.710","HOLLOW BRICK","RRC SLAB","GLAZING-2","Partation Wall-Flyash",
"372","13","3-Non optimal","8309.15","867.528541931443","16296.343","HOLLOW BRICK","RCC+INSULATION","GLAZING-8","Partation Wall-Red Brick",
"373","13","3-Non optimal","6737.97","492.594349566989","12543.398","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Red Brick",
