"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","External wall construction","Flat roof construction","Glazing type","Partition construction",
"374","13","3-Non optimal","6838.99","544.315641248361","12807.588","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"375","13","3-Non optimal","11665.6","1434.80148413558","25033.896","AAC BRICK","RCC+ MARABLE","GLAZING-4","Partation Wall-Flyash",
"376","13","3-Non optimal","8184.95","820.212655770373","16110.009","RED BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation AAC Wall",
"377","13","3-Non optimal","11212.19","1452.506566447","23769.731","FLYASH BRICK","RRC SLAB","GLAZING-8","Partation Wall-Red Brick",
"378","14","3-Non optimal","11074.27","1432.00063378548","23419.713","FLYASH BRICK","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"379","14","3-Non optimal","12029.46","1515.88073504345","25868.395","HOLLOW BRICK","RCC+ MARABLE","GLAZING-8","Partation Wall-Red Brick",
"380","14","3-Non optimal","10507.74","1327.30242683652","22142.314","FLYASH + INSULATION","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"381","14","3-Non optimal","11510.83","1420.46089588817","24876.031","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-7","Partation Wall-Red Brick",
"382","14","3-Non optimal","9241.16","971.34201619966","18786.778","AAC BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Flyash",
"383","14","3-Non optimal","7173.19","592.044370305397","13458.748","AAC BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Red Brick",
"384","14","3-Non optimal","6556.23","490.483937383907","12061.326","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Red Brick",
"385","14","3-Non optimal","6905.85","552.563357412027","12953.669","AAC + INSULATION","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"386","14","3-Non optimal","8332.45","881.129100478952","16483.621","FLYASH BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
"387","14","3-Non optimal","8371.58","828.699645280082","16582.650","FLYASH BRICK","RCC+INSULATION","GLAZING-5","Partation AAC Wall",
"388","14","3-Non optimal","9059.57","872.290998394562","18582.617","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-8","Partation Wall-Flyash",
"389","14","3-Non optimal","10734.74","1406.03491738214","22428.507","AAC BRICK","RRC SLAB","GLAZING-1","Partation AAC Wall",
"390","14","3-Non optimal","8279.23","806.864294248662","16371.447","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"391","14","3-Non optimal","10642.82","1364.9107298344","22250.503","AAC BRICK","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"392","14","3-Non optimal","8702.39","1109.34575775116","17101.072","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"393","14","3-Non optimal","8392.42","881.9273418262","16641.603","FLYASH BRICK","RCC+INSULATION","GLAZING-3","Partation Wall-Red Brick",
"394","14","3-Non optimal","10496.26","1344.70135205592","22079.492","AAC + INSULATION","RRC SLAB","GLAZING-9","Partation Wall-Flyash",
"395","14","3-Non optimal","7130.75","538.680086370952","13578.743","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"396","14","3-Non optimal","8048.32","866.221380700354","15608.474","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"397","14","3-Non optimal","7960.58","851.122441113348","15358.416","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation AAC Wall",
"398","14","3-Non optimal","8201.65","831.802768382237","16023.972","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"399","14","3-Non optimal","8713.09","861.987084527169","17602.373","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-6","Partation AAC Wall",
"400","14","3-Non optimal","8882.59","856.953952462471","18105.707","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-8","Partation Wall-Red Brick",
"401","14","3-Non optimal","7556.99","631.763217157688","14456.806","AAC BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Red Brick",
"402","15","3-Non optimal","8617.52","1100.51605620405","16884.631","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Red Brick",
"403","15","3-Non optimal","11465.64","1399.28846301815","24766.371","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-10","Partation Wall-Red Brick",
"404","15","3-Non optimal","7376.27","581.628904383622","14220.482","FLYASH + INSULATION","RCC+INSULATION","GLAZING-5","Partation Wall-Flyash",
"405","15","3-Non optimal","8214.93","830.770597918982","16171.188","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-1","Partation AAC Wall",
"406","15","3-Non optimal","10474.45","1348.56838555834","22001.928","AAC + INSULATION","RRC SLAB","GLAZING-3","Partation Wall-Flyash",
"407","15","3-Non optimal","7205.5","592.947283206704","13730.666","AAC + INSULATION","RCC+INSULATION","GLAZING-1","Partation Wall-Flyash",
"408","15","3-Non optimal","8300.87","871.855049120267","16276.796","HOLLOW BRICK","RCC+INSULATION","GLAZING-9","Partation Wall-Red Brick",
"409","15","3-Non optimal","11999.05","1507.18385495469","25887.104","FLYASH BRICK","RCC+ MARABLE","GLAZING-5","Partation AAC Wall",
"410","15","3-Non optimal","8011.94","820.55258827158","15510.327","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"411","15","3-Non optimal","10603.01","1354.26598555986","22154.652","AAC BRICK","RRC SLAB","GLAZING-10","Partation Wall-Flyash",
"412","15","3-Non optimal","8863.1","855.636242367343","18044.642","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Red Brick",
"413","16","3-Non optimal","11397.73","1427.9742073547","24510.294","AAC + INSULATION","RCC+ MARABLE","GLAZING-4","Partation AAC Wall",
"414","16","3-Non optimal","8130.31","847.768373083066","15965.975","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"415","16","3-Non optimal","10011.37","1326.27502668681","20447.693","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-8","Partation AAC Wall",
"416","16","3-Non optimal","11466.24","1419.49407743165","24738.867","AAC + INSULATION","RCC+ MARABLE","GLAZING-9","Partation Wall-Flyash",
"417","16","3-Non optimal","7175.44","585.196993362007","13476.793","AAC BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Flyash",
"418","16","3-Non optimal","10342.74","1349.99774476621","21634.258","AAC + INSULATION","RRC SLAB","GLAZING-7","Partation AAC Wall",
"419","16","3-Non optimal","8490.61","1074.01508353035","16567.634","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"420","16","3-Non optimal","10112.22","1329.81656967294","20730.441","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-4","Partation Wall-Red Brick",
"421","16","3-Non optimal","7167.78","592.624056295482","13652.049","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"422","16","3-Non optimal","10423.11","1355.98984851199","21846.035","AAC + INSULATION","RRC SLAB","GLAZING-9","Partation AAC Wall",
"423","16","3-Non optimal","11936.11","1493.10674290109","25744.081","FLYASH BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Red Brick",
"424","16","3-Non optimal","8294.03","870.868108060496","16259.761","HOLLOW BRICK","RCC+INSULATION","GLAZING-9","Partation Wall-Flyash",
"425","16","3-Non optimal","8159.49","871.448585285538","15911.679","HOLLOW BRICK","RCC+INSULATION","GLAZING-10","Partation Wall-Red Brick",
"426","16","3-Non optimal","7434.17","624.213706730342","14136.737","AAC BRICK","RCC+INSULATION","GLAZING-8","Partation Wall-Red Brick",
"427","16","3-Non optimal","11309.55","1569.11504997945","23690.410","CONCRETE BRICK","RRC SLAB","GLAZING-10","Partation Wall-Red Brick",
"428","16","3-Non optimal","6952.71","532.222742037221","13077.171","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-8","Partation AAC Wall",
"429","16","3-Non optimal","7864.72","818.02339472787","15130.201","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"430","16","3-Non optimal","11115.91","1444.06729495682","23519.411","FLYASH BRICK","RRC SLAB","GLAZING-7","Partation Wall-Red Brick",
"431","17","3-Non optimal","6935.25","582.87424051532","13024.431","AAC + INSULATION","RCC+INSULATION","GLAZING-6","Partation Wall-Flyash",
"432","17","3-Non optimal","8272.44","826.8939335906","16328.133","FLYASH BRICK","RCC+INSULATION","GLAZING-9","Partation AAC Wall",
"433","17","3-Non optimal","8374.95","855.527089383442","16593.969","RED BRICK","RCC+INSULATION","GLAZING-9","Partation AAC Wall",
"434","17","3-Non optimal","11521.8","1443.72505585195","24885.623","AAC + INSULATION","RCC+ MARABLE","GLAZING-8","Partation Wall-Red Brick",
"435","17","3-Non optimal","11589.96","1457.51199636046","25057.583","AAC + INSULATION","RCC+ MARABLE","GLAZING-5","Partation Wall-Flyash",
"436","17","3-Non optimal","11486.86","1430.8112778597","24784.648","AAC + INSULATION","RCC+ MARABLE","GLAZING-4","Partation Wall-Flyash",
"437","17","3-Non optimal","7043.68","585.244113697174","13329.179","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Red Brick",
"438","17","3-Non optimal","9082.31","920.34564063108","18589.449","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"439","17","3-Non optimal","8731.5","833.231493335611","17705.827","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Flyash",
"440","17","3-Non optimal","7038.62","585.164701154427","13314.819","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"441","17","3-Non optimal","11122.46","1458.59320398152","23503.812","FLYASH BRICK","RRC SLAB","GLAZING-8","Partation AAC Wall",
"442","17","3-Non optimal","11576.8","1424.79770323778","24790.316","AAC BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Red Brick",
"443","17","3-Non optimal","8793.43","1109.84142671152","17345.833","CONCRETE BRICK","RCC+INSULATION","GLAZING-8","Partation Wall-Red Brick",
"444","17","3-Non optimal","8771.85","882.717774274052","17755.413","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-3","Partation AAC Wall",
"445","17","3-Non optimal","8158.52","849.425670492459","16060.911","RED BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"446","17","3-Non optimal","8053.56","825.710277895685","15769.340","RED BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"447","18","3-Non optimal","8357.76","1059.63943021586","16206.517","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"448","18","3-Non optimal","8478.55","1073.56181539039","16542.023","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"449","18","3-Non optimal","7578.36","673.794722887875","14485.899","AAC BRICK","RCC+INSULATION","GLAZING-2","Partation Wall-Red Brick",
"450","18","3-Non optimal","9620.64","1111.99400358782","19636.675","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation AAC Wall",
"451","18","3-Non optimal","11645.68","1442.75648130252","25202.126","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-1","Partation Wall-Flyash",
"452","18","3-Non optimal","11601.9","1449.56016213068","25074.285","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-5","Partation AAC Wall",
"453","18","3-Non optimal","7185.94","585.869057804721","13499.189","AAC BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"454","18","3-Non optimal","11425.34","1438.75194597882","24591.567","AAC + INSULATION","RCC+ MARABLE","GLAZING-8","Partation AAC Wall",
"455","18","3-Non optimal","9979.81","1335.7154889793","20352.817","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation AAC Wall",
"456","18","3-Non optimal","7005.19","582.714137437193","13025.685","AAC BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Flyash",
"457","18","3-Non optimal","11392.56","1410.6424896317","24524.229","AAC + INSULATION","RCC+ MARABLE","GLAZING-6","Partation Wall-Red Brick",
"458","18","3-Non optimal","7970.45","840.181544810169","15419.924","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-7","Partation Wall-Flyash",
"459","18","3-Non optimal","11107.46","1444.51818025946","23496.623","FLYASH BRICK","RRC SLAB","GLAZING-7","Partation Wall-Flyash",
"460","18","3-Non optimal","8184.08","812.065652730323","16126.184","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Red Brick",
"461","18","3-Non optimal","11678.73","1459.52391021007","25033.462","AAC BRICK","RCC+ MARABLE","GLAZING-5","Partation AAC Wall",
"462","18","3-Non optimal","7958.09","836.569536168159","15395.250","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"463","19","3-Non optimal","8176.14","818.000295766279","16096.611","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"464","19","3-Non optimal","12094.86","1521.71699652891","26034.553","HOLLOW BRICK","RCC+ MARABLE","GLAZING-5","Partation Wall-Red Brick",
"465","19","3-Non optimal","8323.48","847.342358568002","16469.402","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-1","Partation Wall-Flyash",
"466","19","3-Non optimal","7386.45","634.503118142951","13997.415","AAC BRICK","RCC+INSULATION+TILE","GLAZING-1","Partation Wall-Flyash",
"467","19","3-Non optimal","7005.09","543.609856029717","13231.164","AAC + INSULATION","RCC+INSULATION","GLAZING-9","Partation Wall-Red Brick",
"468","19","3-Non optimal","10610.44","1366.80185144656","22372.141","AAC + INSULATION","RRC SLAB","GLAZING-5","Partation Wall-Flyash",
"469","19","3-Non optimal","10301.37","1340.28405337671","21533.159","AAC + INSULATION","RRC SLAB","GLAZING-10","Partation AAC Wall",
"470","19","3-Non optimal","7106.15","587.182543672703","13452.070","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-2","Partation AAC Wall",
"471","19","3-Non optimal","11099.62","1466.67138270498","23344.194","HOLLOW BRICK","RRC SLAB","GLAZING-7","Partation Wall-Red Brick",
"472","19","3-Non optimal","7162.14","591.886273018856","13636.044","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Flyash",
"473","19","3-Non optimal","8108.85","832.332731108056","15783.830","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Red Brick",
"474","19","3-Non optimal","12058.55","1615.30502144373","25685.295","CONCRETE BRICK","RCC+ MARABLE","GLAZING-9","Partation AAC Wall",
"475","19","3-Non optimal","9813.93","1087.38908432976","20326.293","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-9","Partation Wall-Red Brick",
"476","19","3-Non optimal","8209.12","832.21785708496","16042.669","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Red Brick",
"477","19","3-Non optimal","7262.78","585.503011489785","13921.432","FLYASH + INSULATION","RCC+INSULATION","GLAZING-9","Partation Wall-Red Brick",
"478","20","3-Non optimal","11440.9","1442.37594353489","24600.711","AAC + INSULATION","RCC+ MARABLE","GLAZING-1","Partation AAC Wall",
"479","20","3-Non optimal","11485.04","1416.45178771311","24773.384","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-9","Partation AAC Wall",
"480","20","3-Non optimal","8184.76","819.899998820578","16118.747","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Red Brick",
"481","20","3-Non optimal","7087.23","581.545411216714","13460.717","FLYASH + INSULATION","RCC+INSULATION","GLAZING-10","Partation Wall-Red Brick",
"482","20","3-Non optimal","7942.52","795.423493333209","15480.527","FLYASH BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation AAC Wall",
"483","20","3-Non optimal","8294.01","843.570731850281","16409.956","RED BRICK","RCC+INSULATION+TILE","GLAZING-8","Partation Wall-Flyash",
"484","20","3-Non optimal","11231.69","1456.44195938467","23825.315","RED BRICK","RRC SLAB","GLAZING-9","Partation Wall-Flyash",
"485","20","3-Non optimal","7168.28","591.605906532978","13444.491","AAC BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"486","20","3-Non optimal","7123.11","625.528210372678","13313.028","AAC BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"487","20","3-Non optimal","11255.76","1462.72125286222","23878.877","RED BRICK","RRC SLAB","GLAZING-4","Partation Wall-Red Brick",
"488","20","3-Non optimal","11384.92","1410.11856138482","24502.827","AAC + INSULATION","RCC+ MARABLE","GLAZING-6","Partation Wall-Flyash",
"489","20","3-Non optimal","11396.81","1419.7029473269","24557.749","AAC + INSULATION","RCC+ MARABLE","GLAZING-7","Partation Wall-Red Brick",
"490","20","3-Non optimal","11183.8","1492.27278260726","23523.152","HOLLOW BRICK","RRC SLAB","GLAZING-5","Partation AAC Wall",
"491","20","3-Non optimal","11257.23","1468.20246217173","23887.249","RED BRICK","RRC SLAB","GLAZING-8","Partation Wall-Flyash",
"492","20","3-Non optimal","8295.04","873.289152493745","16253.022","HOLLOW BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Flyash",
"493","20","3-Non optimal","8372.54","853.126270684856","16599.265","FLYASH BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Flyash",
"494","20","3-Non optimal","8473.15","843.814472052016","16867.151","FLYASH BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Flyash",
"495","20","3-Non optimal","8631.55","827.929109741442","17416.628","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-10","Partation AAC Wall",
"496","21","3-Non optimal","9830.31","1119.74695338404","20348.151","RED BRICK","RCC + FOAM CONCRETE","GLAZING-6","Partation Wall-Flyash",
"497","21","3-Non optimal","11971.68","1503.39496907255","25834.818","RED BRICK","RCC+ MARABLE","GLAZING-6","Partation Wall-Flyash",
"498","21","3-Non optimal","11970.25","1509.53253474958","25846.301","RED BRICK","RCC+ MARABLE","GLAZING-7","Partation Wall-Flyash",
"499","21","3-Non optimal","9988.97","1325.75542813113","20391.761","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-9","Partation AAC Wall",
"500","21","3-Non optimal","8560.2","1093.02804925043","16734.623","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"501","21","3-Non optimal","10585.21","1361.18840802252","22299.490","FLYASH + INSULATION","RRC SLAB","GLAZING-8","Partation AAC Wall",
"502","21","3-Non optimal","10401.1","1362.67894578111","21768.126","AAC + INSULATION","RRC SLAB","GLAZING-3","Partation AAC Wall",
"503","21","3-Non optimal","8309.84","897.166431460871","16258.175","HOLLOW BRICK","RCC+INSULATION","GLAZING-2","Partation AAC Wall",
"504","21","3-Non optimal","6829.45","541.007638455632","12793.719","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Red Brick",
"505","21","3-Non optimal","8876.26","856.785290627803","18088.493","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-8","Partation Wall-Flyash",
"506","21","3-Non optimal","11189.16","1461.37926722825","23698.447","RED BRICK","RRC SLAB","GLAZING-6","Partation Wall-Red Brick",
"507","21","3-Non optimal","7271.16","627.545261874503","13703.943","AAC BRICK","RCC+INSULATION","GLAZING-7","Partation Wall-Flyash",
"508","21","3-Non optimal","8113.96","870.428858693976","15780.814","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Flyash",
"509","21","3-Non optimal","11406.78","1581.25653372867","23936.377","CONCRETE BRICK","RRC SLAB","GLAZING-9","Partation Wall-Red Brick",
"510","21","3-Non optimal","7310.17","656.592293925679","13760.395","AAC BRICK","RCC+INSULATION","GLAZING-6","Partation AAC Wall",
"511","21","3-Non optimal","11338.13","1576.56488878013","23756.693","CONCRETE BRICK","RRC SLAB","GLAZING-7","Partation Wall-Red Brick",
"512","21","3-Non optimal","10534.3","1365.05979007963","21936.515","AAC BRICK","RRC SLAB","GLAZING-10","Partation AAC Wall",
"513","21","3-Non optimal","8994.01","912.912005925483","18364.234","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-1","Partation Wall-Red Brick",
"514","22","3-Non optimal","8287.82","848.823956535898","16386.845","RED BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"515","22","3-Non optimal","8241.78","876.226309847854","16256.332","RED BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Flyash",
"516","22","3-Non optimal","7257.45","584.13135451159","13907.908","FLYASH + INSULATION","RCC+INSULATION","GLAZING-9","Partation Wall-Flyash",
"517","22","3-Non optimal","8575.23","1099.6985676879","16747.611","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation AAC Wall",
"518","22","3-Non optimal","9796","1105.21822572382","20273.195","RED BRICK","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Flyash",
"519","22","3-Non optimal","7117.24","589.722634509185","13271.980","AAC BRICK","RCC+INSULATION+TILE","GLAZING-4","Partation AAC Wall",
"520","22","3-Non optimal","9784.53","1117.15908127612","20104.812","HOLLOW BRICK","RCC + FOAM CONCRETE","GLAZING-8","Partation Wall-Flyash",
"521","22","3-Non optimal","10161.48","1351.06017654371","20846.439","CONCRETE BRICK","RCC + FOAM CONCRETE","GLAZING-2","Partation Wall-Red Brick",
"522","22","3-Non optimal","11514.12","1444.82379122831","24864.305","AAC + INSULATION","RCC+ MARABLE","GLAZING-8","Partation Wall-Flyash",
"523","22","3-Non optimal","8693.23","1083.77755269895","17092.258","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation Wall-Flyash",
"524","22","3-Non optimal","11943.28","1492.83806828461","25788.002","RED BRICK","RCC+ MARABLE","GLAZING-10","Partation Wall-Red Brick",
"525","22","3-Non optimal","8440.29","910.377191588632","16619.270","HOLLOW BRICK","RCC+INSULATION","GLAZING-1","Partation Wall-Flyash",
"526","22","3-Non optimal","8400.32","885.03412051482","16666.733","RED BRICK","RCC+INSULATION+TILE","GLAZING-2","Partation Wall-Red Brick",
"527","22","3-Non optimal","8850.15","879.961628201894","17993.037","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-3","Partation Wall-Red Brick",
"528","22","3-Non optimal","8910.87","914.005355592715","18115.266","AAC + INSULATION","RCC + FOAM CONCRETE","GLAZING-1","Partation AAC Wall",
"529","22","3-Non optimal","8286.03","844.309538179242","16391.547","RED BRICK","RCC+INSULATION+TILE","GLAZING-9","Partation Wall-Flyash",
"530","23","3-Non optimal","8607.54","1101.95756902957","16831.790","CONCRETE BRICK","RCC+INSULATION+TILE","GLAZING-1","Partation AAC Wall",
"531","23","3-Non optimal","8281.84","824.493860650436","16357.560","RED BRICK","RCC+INSULATION+TILE","GLAZING-5","Partation AAC Wall",
"532","23","3-Non optimal","8249.94","877.850740096927","16276.881","RED BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"533","23","3-Non optimal","7284.74","614.829133157986","13959.723","FLYASH + INSULATION","RCC+INSULATION","GLAZING-3","Partation Wall-Red Brick",
"534","23","3-Non optimal","10531.46","1358.8300125413","22141.753","FLYASH + INSULATION","RRC SLAB","GLAZING-3","Partation AAC Wall",
"535","23","3-Non optimal","10459.12","1364.16021772501","21939.031","AAC + INSULATION","RRC SLAB","GLAZING-8","Partation AAC Wall",
"536","23","3-Non optimal","12013.26","1503.43629249531","25943.780","RED BRICK","RCC+ MARABLE","GLAZING-3","Partation Wall-Red Brick",
"537","23","3-Non optimal","10685.99","1362.57606507796","22575.865","FLYASH + INSULATION","RRC SLAB","GLAZING-2","Partation Wall-Flyash",
"538","23","3-Non optimal","7212.16","589.641437424461","13770.302","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-1","Partation Wall-Flyash",
"539","23","3-Non optimal","8207.84","861.507998483988","16003.941","HOLLOW BRICK","RCC+INSULATION","GLAZING-4","Partation AAC Wall",
"540","23","3-Non optimal","11268.89","1598.35955236525","23519.230","CONCRETE BRICK","RRC SLAB","GLAZING-6","Partation AAC Wall",
"541","23","3-Non optimal","11673.9","1434.17375998907","25057.102","AAC BRICK","RCC+ MARABLE","GLAZING-4","Partation Wall-Red Brick",
"542","24","3-Non optimal","8439.4","911.260047219643","16762.177","RED BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
"543","24","3-Non optimal","11348.34","1393.28731614964","24438.620","AAC + INSULATION","RCC+ MARABLE","GLAZING-10","Partation Wall-Red Brick",
"544","24","3-Non optimal","7133.19","625.669237274379","13333.696","AAC BRICK","RCC+INSULATION+TILE","GLAZING-6","Partation Wall-Red Brick",
"545","24","3-Non optimal","9829.42","1091.9965670871","20364.237","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-8","Partation Wall-Flyash",
"546","24","3-Non optimal","8387.98","887.554415464489","16610.588","RED BRICK","RCC+INSULATION","GLAZING-3","Partation AAC Wall",
"547","24","3-Non optimal","12137.92","1525.5044256878","26279.754","RED BRICK","RCC+ MARABLE","GLAZING-5","Partation Wall-Red Brick",
"548","25","3-Non optimal","9803.98","1108.01271217711","20293.830","RED BRICK","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Red Brick",
"549","25","3-Non optimal","11160.54","1466.14202189063","23585.000","FLYASH BRICK","RRC SLAB","GLAZING-1","Partation AAC Wall",
"550","25","3-Non optimal","11699.76","1456.66087009885","25368.053","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-5","Partation Wall-Flyash",
"551","25","3-Non optimal","11625.09","1444.90108133611","25176.474","FLYASH + INSULATION","RCC+ MARABLE","GLAZING-8","Partation Wall-Flyash",
"552","25","3-Non optimal","7220.1","628.165205440039","13563.936","AAC BRICK","RCC+INSULATION+TILE","GLAZING-3","Partation Wall-Red Brick",
"553","25","3-Non optimal","11994.58","1498.18992311058","25781.328","HOLLOW BRICK","RCC+ MARABLE","GLAZING-9","Partation Wall-Red Brick",
"554","25","3-Non optimal","8486.45","884.940278087233","16894.088","RED BRICK","RCC+INSULATION","GLAZING-4","Partation Wall-Red Brick",
"555","25","3-Non optimal","8926.17","850.674968910297","18228.784","FLYASH + INSULATION","RCC + FOAM CONCRETE","GLAZING-7","Partation Wall-Red Brick",
"556","25","3-Non optimal","11101.77","1464.29916657184","23439.265","RED BRICK","RRC SLAB","GLAZING-6","Partation AAC Wall",
"557","25","3-Non optimal","6994.96","544.936418270662","13209.452","FLYASH + INSULATION","RCC+INSULATION+TILE","GLAZING-4","Partation Wall-Flyash",
"558","25","3-Non optimal","7950.75","835.305019928318","15376.360","HOLLOW BRICK","RCC+INSULATION+TILE","GLAZING-10","Partation Wall-Flyash",
"559","26","3-Non optimal","8575.6","879.103917780586","17132.722","RED BRICK","RCC+INSULATION","GLAZING-5","Partation Wall-Flyash",
"560","26","3-Non optimal","9806.54","1106.18020062832","20287.613","FLYASH BRICK","RCC + FOAM CONCRETE","GLAZING-3","Partation Wall-Red Brick",
"561","26","3-Non optimal","12041.42","1513.721605393","25875.819","HOLLOW BRICK","RCC+ MARABLE","GLAZING-1","Partation Wall-Flyash",
"562","26","3-Non optimal","8253.77","897.620618116039","16134.831","HOLLOW BRICK","RCC+INSULATION","GLAZING-6","Partation Wall-Red Brick",
