"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","Window to Wall %","Site orientation (°)","Facade type","Local shading type","% External window opens",
"3019","77","3-Non optimal","11335.78","1480.34406581595","24108.572","40","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"3020","77","3-Non optimal","11448.38","1456.09994144856","24448.776","50","0","Layout 3x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3021","77","3-Non optimal","11533.33","1450.87234068724","24654.151","10","90","Layout 3x6-10-0.8M","OVERHANG -1","80",
"3022","77","3-Non optimal","11386.37","1476.63880791165","24247.095","30","180","Layout 6x3-10-0.8M","OVERHANG -1","80",
"3023","77","3-Non optimal","11307.4","1473.23567007721","24042.286","25","180","Layout 3x4-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3024","77","3-Non optimal","11578.4","1467.01960511476","24777.314","45","270","Layout 6x3-10-0.8M","No shading","80",
"3025","77","3-Non optimal","11480.33","1448.38132872531","24512.902","50","90","Layout 4x4-10-1M","OVERHANG -1","80",
"3026","77","3-Non optimal","11577.43","1500.2983392907","24743.147","15","180","Layout 6x5-10-1M","No shading","50",
"3027","77","3-Non optimal","11747.42","1485.42092527194","25246.282","10","0","Layout 3x3-10-0.6M","No shading","80",
"3028","77","3-Non optimal","11471.44","1464.20868004359","24491.478","10","0","Layout 6x5-10-1M","OVERHANG -3 SIDEFINS","80",
"3029","77","3-Non optimal","11317.01","1451.01175003544","24067.604","50","90","Layout 3x3-10-0.8M","OVERHANG -2","70",
"3030","77","3-Non optimal","11306.73","1446.18822454073","24042.021","40","90","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3031","77","3-Non optimal","11674.91","1505.45762013386","25014.278","25","180","Layout 4x6-10-0.6M","No shading","70",
"3032","77","3-Non optimal","11265.94","1478.14348373497","23912.714","35","180","Layout 6x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"3033","77","3-Non optimal","11329.87","1448.26377184953","24105.421","30","90","Layout 3x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3034","77","3-Non optimal","11244.99","1449.09233321299","23872.231","50","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"3035","77","3-Non optimal","11448.38","1456.09994144856","24448.776","25","0","Layout 3x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3036","77","3-Non optimal","11427.66","1460.80174201531","24373.839","35","0","Layout 6x4-10-0.1M","OVERHANG -3 SIDEFINS","50",
"3037","77","3-Non optimal","11466.02","1463.01595225732","24482.866","20","0","Layout 5x4-10-0.8M","OVERHANG -3 SIDEFINS","50",
"3038","77","3-Non optimal","11316.95","1451.15168609494","24064.478","10","90","Layout 4x4-10-1M","OVERHANG -3 SIDEFINS","80",
"3039","77","3-Non optimal","11454.61","1463.78954849659","24450.323","45","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3040","77","3-Non optimal","11356.54","1448.64281590949","24170.073","20","90","Layout 5x6-10-0.6M","OVERHANG -3 SIDEFINS","70",
"3041","77","3-Non optimal","11308.67","1439.61989211959","24074.745","25","270","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3042","77","3-Non optimal","11417.73","1451.61012683939","24330.641","30","90","Layout 6x6-10-0.6M","OVERHANG -1","50",
"3043","77","3-Non optimal","11435.56","1481.3071203525","24371.842","30","180","Layout 6x4-10-0.8M","OVERHANG -1","80",
"3044","77","3-Non optimal","11675.96","1504.72626221979","25019.461","10","180","Layout 4x6-10-0.6M","No shading","80",
"3045","78","3-Non optimal","11360.01","1443.6775551474","24218.874","45","270","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","80",
"3046","78","3-Non optimal","11337.69","1448.26466520821","24128.183","25","90","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3047","78","3-Non optimal","11410.02","1455.01975905553","24343.876","40","0","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"3048","78","3-Non optimal","11279.71","1446.76240706823","23959.579","30","90","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","50",
"3049","78","3-Non optimal","11235.86","1470.71924557214","23842.064","25","180","Layout 6x6-10-1M","OVERHANG -3 SIDEFINS","80",
"3050","78","3-Non optimal","11385.73","1454.28923098171","24278.768","10","0","Layout 5x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3051","78","3-Non optimal","11321.15","1477.11402646662","24073.054","30","180","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3052","78","3-Non optimal","11259.16","1474.40692276156","23899.680","50","180","Layout 6x4-10-0.8M","OVERHANG -2","80",
"3053","78","3-Non optimal","11327.99","1450.24311840919","24093.372","45","90","Layout 3x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3054","78","3-Non optimal","11387.09","1448.32508250557","24257.003","35","90","Layout 4x5-10-0.6M","OVERHANG -3 SIDEFINS","80",
"3055","78","3-Non optimal","11601.93","1467.59766756556","24813.650","40","90","Layout 6x5-10-0.8M","No shading","70",
"3056","78","3-Non optimal","11283.07","1475.03197621531","23978.538","20","180","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3057","78","3-Non optimal","11215.45","1449.03050027096","23788.875","15","90","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","70",
"3058","78","3-Non optimal","11213.29","1450.24783724453","23775.532","20","90","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3059","78","3-Non optimal","11709.62","1480.46949553515","25124.024","25","270","Layout 3x6-10-0.8M","No shading","50",
"3060","78","3-Non optimal","11411.9","1445.70295571052","24360.695","30","270","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","80",
"3061","78","3-Non optimal","11457.81","1456.46943096192","24476.353","50","0","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3062","78","3-Non optimal","11454.61","1463.78954849659","24450.323","50","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3063","78","3-Non optimal","11317.1","1474.96335588569","24061.569","20","180","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","70",
"3064","78","3-Non optimal","11732.6","1489.5483337968","25194.798","30","0","Layout 4x6-10-0.1M","No shading","70",
"3065","78","3-Non optimal","11443.74","1450.54797262357","24406.099","10","90","Layout 5x5-10-1M","OVERHANG -1","50",
"3066","78","3-Non optimal","11409.91","1450.84156441795","24312.102","10","90","Layout 6x3-10-0.8M","OVERHANG -1","70",
"3067","78","3-Non optimal","11659.74","1501.35360356861","24982.290","30","180","Layout 3x3-10-0.6M","No shading","70",
"3068","78","3-Non optimal","11344.5","1445.89000223234","24143.980","20","90","Layout 4x5-10-0.8M","OVERHANG -2","80",
"3069","78","3-Non optimal","11677.71","1482.64867430424","25053.461","40","0","Layout 5x4-10-0.8M","No shading","80",
"3070","78","3-Non optimal","11183.59","1470.05394290072","23701.584","30","180","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3071","78","3-Non optimal","11347.29","1453.46872401838","24166.111","15","0","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","70",
"3072","78","3-Non optimal","11676.7","1483.02285829493","25048.254","40","0","Layout 5x4-10-0.8M","No shading","70",
"3073","78","3-Non optimal","11220.56","1448.7902671568","23795.689","15","90","Layout 6x3-10-1M","OVERHANG -2","70",
"3074","78","3-Non optimal","11282.95","1446.75752974859","23973.781","15","90","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3075","78","3-Non optimal","11325.51","1477.92687153626","24083.868","25","180","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3076","78","3-Non optimal","11534.29","1470.80365390091","24668.337","50","0","Layout 4x5-10-1M","OVERHANG -3 SIDEFINS","70",
"3077","78","3-Non optimal","11244.89","1452.35505135663","23859.430","25","90","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3078","78","3-Non optimal","11324.22","1440.37528165728","24117.697","15","270","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3079","78","3-Non optimal","11513.01","1463.42133806116","24618.142","45","0","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3080","78","3-Non optimal","11562.39","1463.63595914608","24709.955","45","90","Layout 6x4-10-0.1M","No shading","80",
"3081","78","3-Non optimal","11640.74","1464.17163768914","24933.674","50","90","Layout 3x4-10-0.6M","No shading","70",
"3082","78","3-Non optimal","11390.48","1443.76752708069","24302.209","15","270","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","60",
"3083","79","3-Non optimal","11457.81","1456.46943096192","24476.353","20","0","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3084","79","3-Non optimal","11220.3","1448.22995326457","23796.021","20","90","Layout 6x3-10-1M","OVERHANG -2","80",
"3085","79","3-Non optimal","11440.21","1458.62770965723","24418.792","10","0","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","50",
"3086","79","3-Non optimal","11324.51","1450.30564138156","24091.463","35","90","Layout 4x3-10-0.6M","OVERHANG -2","80",
"3087","79","3-Non optimal","11362.08","1453.68113592406","24185.269","25","90","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","60",
"3088","79","3-Non optimal","11356.97","1448.08016850982","24173.227","45","90","Layout 5x6-10-0.6M","OVERHANG -3 SIDEFINS","80",
"3089","79","3-Non optimal","11409.83","1443.86737182456","24358.940","40","270","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","60",
"3090","79","3-Non optimal","11183.04","1469.38249801416","23698.887","50","180","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","80",
"3091","79","3-Non optimal","11272.03","1453.10820193631","23939.074","25","90","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","50",
"3092","79","3-Non optimal","11455.26","1461.71325366833","24457.966","25","0","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","80",
"3093","79","3-Non optimal","11391.34","1455.81391232038","24284.595","15","0","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3094","79","3-Non optimal","11292.1","1476.39488978186","23992.530","25","180","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","80",
"3095","79","3-Non optimal","11414.06","1455.26747227065","24356.482","40","0","Layout 3x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3096","79","3-Non optimal","11381.76","1456.39056789777","24254.589","15","0","Layout 6x6-10-0.8M","OVERHANG -2","50",
"3097","79","3-Non optimal","11577.86","1495.37642877839","24763.164","30","180","Layout 3x4-10-1M","No shading","70",
"3098","79","3-Non optimal","11525.8","1450.57996743233","24632.902","30","90","Layout 3x6-10-1M","OVERHANG -1","80",
"3099","79","3-Non optimal","11258.33","1448.47857598236","23908.461","25","90","Layout 5x5-10-1M","OVERHANG -2","80",
"3100","79","3-Non optimal","11219.53","1473.6087400429","23794.472","25","180","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3101","79","3-Non optimal","11541.41","1451.18905178369","24677.414","40","90","Layout 3x6-10-0.6M","OVERHANG -1","80",
"3102","79","3-Non optimal","11343.05","1438.29015246476","24180.142","40","270","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3103","79","3-Non optimal","11310.56","1438.44850414957","24083.557","25","270","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3104","79","3-Non optimal","11469.79","1455.21598353438","24494.785","15","270","Layout 6x6-10-0.8M","OVERHANG -1","50",
"3105","79","3-Non optimal","11392.01","1476.32121550146","24262.427","15","180","Layout 6x3-10-0.6M","OVERHANG -1","80",
"3106","79","3-Non optimal","11518.81","1487.07662006298","24600.263","20","180","Layout 4x5-10-0.8M","OVERHANG -1","80",
"3107","79","3-Non optimal","11628.44","1463.2488744308","24901.842","50","90","Layout 4x4-10-0.8M","No shading","80",
"3108","79","3-Non optimal","11626.16","1475.74173635932","24918.467","40","0","Layout 5x5-10-1M","No shading","80",
"3109","79","3-Non optimal","11738.64","1470.62417248059","25196.705","45","90","Layout 3x5-10-0.6M","No shading","80",
"3110","79","3-Non optimal","11521.44","1453.24768838531","24616.280","35","90","Layout 5x6-10-0.6M","OVERHANG -1","60",
"3111","79","3-Non optimal","11725.83","1488.25496981914","25180.071","20","0","Layout 5x6-10-0.6M","No shading","80",
"3112","79","3-Non optimal","11327.46","1477.76704195118","24091.413","25","180","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3113","79","3-Non optimal","11473.98","1461.63233390167","24512.309","45","0","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","80",
"3114","79","3-Non optimal","11289.65","1451.53135573787","23996.562","30","90","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3115","79","3-Non optimal","11348.33","1445.92409633266","24155.607","10","90","Layout 4x6-10-0.6M","OVERHANG -2","80",
"3116","79","3-Non optimal","11244.61","1472.12204424759","23872.448","30","180","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"3117","79","3-Non optimal","11621.68","1478.45438300076","24894.297","45","0","Layout 6x4-10-0.1M","No shading","80",
"3118","80","3-Non optimal","11304.65","1446.01914649279","24035.269","45","90","Layout 4x5-10-1M","OVERHANG -4 - SDEFINS","80",
"3119","80","3-Non optimal","11278.59","1474.55409467699","23956.840","20","180","Layout 4x4-10-1M","OVERHANG -2","50",
"3120","80","3-Non optimal","11390.88","1456.68966484378","24278.808","50","0","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","50",
"3121","80","3-Non optimal","11642.62","1477.09290616318","24960.178","15","0","Layout 5x3-10-0.6M","No shading","60",
"3122","80","3-Non optimal","11697.3","1469.040592588","25081.359","25","90","Layout 4x3-10-0.6M","No shading","50",
"3123","80","3-Non optimal","11321.15","1477.11402646662","24073.054","30","180","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3124","80","3-Non optimal","11427.12","1459.89475152234","24376.289","40","0","Layout 6x4-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3125","80","3-Non optimal","11413.2","1455.77189179088","24352.137","10","0","Layout 3x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3126","80","3-Non optimal","11337.69","1448.26466520821","24128.183","20","90","Layout 3x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3127","80","3-Non optimal","11250.52","1453.13503384728","23882.026","50","90","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","50",
"3128","80","3-Non optimal","11628.44","1463.2488744308","24901.842","25","90","Layout 4x4-10-0.8M","No shading","80",
"3129","80","3-Non optimal","11396.42","1442.7623105695","24321.774","15","270","Layout 3x4-10-1M","OVERHANG -2","80",
"3130","80","3-Non optimal","11515.33","1452.03090422056","24604.425","10","90","Layout 3x3-10-0.6M","OVERHANG -1","60",
"3131","80","3-Non optimal","11304.94","1447.19173175282","24034.897","30","90","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3132","80","3-Non optimal","11521.77","1461.18694142684","24604.154","45","90","Layout 6x3-10-1M","No shading","80",
"3133","80","3-Non optimal","11182.86","1470.62797844153","23696.244","45","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"3134","80","3-Non optimal","11529.03","1452.02221373783","24637.673","25","90","Layout 4x5-10-0.8M","OVERHANG -1","60",
"3135","80","3-Non optimal","11415.1","1457.34127289408","24353.700","25","0","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"3136","80","3-Non optimal","11241.01","1451.23712383997","23854.149","20","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","50",
"3137","80","3-Non optimal","11257.87","1473.86558120306","23906.390","45","180","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3138","80","3-Non optimal","11255.68","1450.71222452649","23896.996","45","90","Layout 5x3-10-0.8M","OVERHANG -2","60",
"3139","80","3-Non optimal","11333.64","1443.94606976272","24138.779","20","270","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"3140","80","3-Non optimal","11381.57","1479.16434653689","24237.379","50","180","Layout 3x6-10-0.6M","OVERHANG -2","70",
"3141","80","3-Non optimal","11292.36","1474.8495220244","24005.429","30","180","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3142","80","3-Non optimal","11244.26","1453.85234467065","23853.048","25","90","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","50",
"3143","80","3-Non optimal","11343.62","1454.66654858109","24153.589","50","0","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3144","80","3-Non optimal","11281.01","1450.39662745097","23956.524","15","90","Layout 6x4-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3145","81","3-Non optimal","11289.81","1452.19156513944","23995.358","50","90","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3146","81","3-Non optimal","11417.12","1457.89635845049","24359.703","45","0","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3147","81","3-Non optimal","11249.82","1446.56483595022","23875.834","30","90","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3148","81","3-Non optimal","11622.9","1476.90753414175","24902.644","15","0","Layout 5x5-10-1M","No shading","50",
"3149","81","3-Non optimal","11217.58","1473.25591028636","23788.496","10","180","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","80",
"3150","81","3-Non optimal","11220.35","1452.5478115398","23805.242","30","90","Layout 5x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3151","81","3-Non optimal","11325.29","1478.62356620291","24081.288","20","180","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"3152","81","3-Non optimal","11343.77","1453.95154843178","24156.238","45","0","Layout 6x3-10-0.6M","OVERHANG -4 - SDEFINS","60",
"3153","81","3-Non optimal","11221.92","1471.88332506708","23811.502","25","180","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3154","81","3-Non optimal","11513.12","1463.0216430797","24620.393","50","0","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3155","81","3-Non optimal","11410.63","1450.26298571786","24315.623","45","90","Layout 6x3-10-0.8M","OVERHANG -1","80",
"3156","81","3-Non optimal","11528.47","1461.76720334384","24620.960","30","90","Layout 6x3-10-0.8M","No shading","70",
"3157","81","3-Non optimal","11351.94","1479.11527718695","24157.581","45","180","Layout 3x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3158","81","3-Non optimal","11556.52","1471.89415617218","24727.238","15","0","Layout 3x6-10-1M","OVERHANG -3 SIDEFINS","60",
"3159","81","3-Non optimal","11345.11","1454.54399752011","24156.931","45","0","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","50",
"3160","81","3-Non optimal","11183.59","1470.05394290072","23701.584","45","180","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3161","81","3-Non optimal","11369.03","1443.80244026771","24245.806","10","270","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3162","81","3-Non optimal","11365.45","1446.06617844131","24222.459","25","270","Layout 6x3-10-0.8M","OVERHANG -3 SIDEFINS","50",
"3163","81","3-Non optimal","11426.85","1459.24971905038","24375.496","50","0","Layout 6x4-10-0.1M","OVERHANG -3 SIDEFINS","80",
"3164","81","3-Non optimal","11378.99","1454.9882293656","24254.427","20","0","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3165","81","3-Non optimal","11608.36","1478.63106014858","24853.866","25","0","Layout 6x5-10-0.8M","OVERHANG -1","60",
"3166","81","3-Non optimal","11243.89","1449.62400646751","23867.390","50","90","Layout 3x4-10-1M","OVERHANG -4 - SDEFINS","70",
"3167","81","3-Non optimal","11246.22","1451.12061643981","23862.827","10","90","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","80",
"3168","81","3-Non optimal","11177.59","1454.14196840147","23678.848","35","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3169","81","3-Non optimal","11426.85","1459.24971905038","24375.496","45","0","Layout 6x4-10-0.1M","OVERHANG -3 SIDEFINS","80",
"3170","81","3-Non optimal","11214.66","1472.39416302233","23785.349","30","180","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3171","81","3-Non optimal","11680.17","1466.63603440128","25038.845","35","90","Layout 3x3-10-0.8M","No shading","70",
"3172","81","3-Non optimal","11247.79","1449.76295248074","23880.805","40","90","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3173","81","3-Non optimal","11539.34","1452.75570560279","24668.464","30","90","Layout 4x5-10-0.6M","OVERHANG -1","70",
"3174","81","3-Non optimal","11321.15","1477.11402646662","24073.054","25","180","Layout 4x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"3175","81","3-Non optimal","11616.27","1466.27862989368","24857.536","50","90","Layout 5x4-10-0.8M","No shading","50",
"3176","82","3-Non optimal","11397.37","1444.49364999342","24324.046","25","270","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3177","82","3-Non optimal","11695.81","1467.98523845528","25078.385","10","90","Layout 4x5-10-0.6M","No shading","70",
"3178","82","3-Non optimal","11177.59","1454.14196840147","23678.848","50","90","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3179","82","3-Non optimal","11316.99","1476.86320108469","24060.681","25","180","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","80",
"3180","82","3-Non optimal","11213.15","1450.37724621405","23777.651","35","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"3181","82","3-Non optimal","11218.24","1474.15194866601","23788.033","35","180","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","60",
"3182","82","3-Non optimal","11250.43","1447.06764146792","23876.544","40","90","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3183","82","3-Non optimal","11252.5","1446.08501593062","23882.055","20","90","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","70",
"3184","82","3-Non optimal","11671.8","1480.31111578144","25040.887","15","0","Layout 3x4-10-1M","No shading","80",
"3185","82","3-Non optimal","11522.09","1466.01449331185","24633.803","45","0","Layout 6x3-10-1M","OVERHANG -1","80",
"3186","82","3-Non optimal","11500.9","1451.03073608276","24562.539","40","90","Layout 5x6-10-1M","OVERHANG -1","70",
"3187","82","3-Non optimal","11316.85","1449.77186974585","24050.243","15","90","Layout 6x5-10-0.8M","OVERHANG -3 SIDEFINS","50",
"3188","82","3-Non optimal","11382.26","1479.73103660008","24233.789","15","180","Layout 4x6-10-0.1M","OVERHANG -3 SIDEFINS","80",
"3189","82","3-Non optimal","11218.65","1448.99640542023","23790.389","40","90","Layout 6x3-10-0.8M","OVERHANG -2","70",
"3190","82","3-Non optimal","11335.78","1480.34406581595","24108.572","15","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"3191","82","3-Non optimal","11608.27","1475.08696087179","24864.913","25","0","Layout 5x4-10-0.8M","OVERHANG -1","60",
"3192","82","3-Non optimal","11348.86","1438.21370887945","24197.516","25","270","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3193","82","3-Non optimal","11460.68","1482.3841933477","24446.038","30","180","Layout 5x4-10-1M","OVERHANG -1","80",
"3194","82","3-Non optimal","11385.5","1453.55203148505","24279.903","10","0","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3195","82","3-Non optimal","11411.9","1445.70295571052","24360.695","20","270","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","80",
"3196","82","3-Non optimal","11403.17","1449.84158836473","24295.200","40","90","Layout 6x3-10-1M","OVERHANG -1","80",
"3197","82","3-Non optimal","11422.45","1461.85119290794","24357.058","50","0","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","50",
"3198","82","3-Non optimal","11604.99","1495.74468381359","24840.809","35","180","Layout 4x4-10-0.6M","No shading","80",
"3199","82","3-Non optimal","11420.73","1455.16108451562","24376.370","40","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"3200","82","3-Non optimal","11460.4","1460.18944954752","24475.916","10","0","Layout 3x4-10-1M","OVERHANG -3 SIDEFINS","70",
"3201","82","3-Non optimal","11534.29","1470.80365390091","24668.337","35","0","Layout 4x5-10-1M","OVERHANG -3 SIDEFINS","70",
"3202","83","3-Non optimal","11564.53","1467.92465753457","24755.377","20","0","Layout 5x5-10-1M","OVERHANG -1","80",
"3203","83","3-Non optimal","11513.01","1463.42133806116","24618.142","25","0","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"3204","83","3-Non optimal","11216.14","1450.47648966977","23791.167","10","90","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3205","83","3-Non optimal","11248.79","1449.42076266284","23879.375","30","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3206","83","3-Non optimal","11540.61","1451.70452720688","24672.915","25","90","Layout 3x5-10-0.6M","OVERHANG -1","70",
"3207","83","3-Non optimal","11519.64","1488.19368202971","24600.597","30","180","Layout 4x5-10-0.8M","OVERHANG -1","70",
"3208","83","3-Non optimal","11317.91","1478.78008889435","24057.310","30","180","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"3209","83","3-Non optimal","11722.21","1490.28293320535","25162.377","45","0","Layout 5x6-10-0.6M","No shading","50",
"3210","83","3-Non optimal","11640.74","1464.17163768914","24933.674","50","90","Layout 4x4-10-0.6M","No shading","70",
"3211","83","3-Non optimal","11645.58","1475.37179350868","24972.892","15","0","Layout 5x5-10-0.6M","No shading","80",
"3212","83","3-Non optimal","11387.45","1479.97841568872","24248.543","40","180","Layout 4x5-10-0.8M","OVERHANG -3 SIDEFINS","80",
"3213","83","3-Non optimal","11542.17","1495.60566333493","24658.895","20","180","Layout 6x4-10-0.8M","No shading","80",
"3214","83","3-Non optimal","11265.27","1479.00235211293","23909.140","25","180","Layout 6x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"3215","83","3-Non optimal","11246.41","1450.49752780466","23875.016","10","90","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"3216","83","3-Non optimal","11275.34","1475.31920371389","23953.955","35","180","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","70",
"3217","83","3-Non optimal","11381.83","1453.7405829555","24268.262","20","0","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"3218","83","3-Non optimal","11413.86","1448.21986097509","24330.661","40","90","Layout 3x6-10-0.6M","OVERHANG -3 SIDEFINS","80",
"3219","83","3-Non optimal","11213.21","1451.19760165797","23770.829","40","90","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","50",
"3220","83","3-Non optimal","11452.28","1451.27375635435","24459.570","20","270","Layout 4x3-10-1M","OVERHANG -3 SIDEFINS","50",
"3221","83","3-Non optimal","11522.72","1487.05032340135","24614.110","35","180","Layout 3x6-10-0.8M","OVERHANG -1","80",
"3222","83","3-Non optimal","11610.59","1474.37843140691","24853.623","40","270","Layout 6x5-10-1M","No shading","60",
"3223","83","3-Non optimal","11376.8","1455.34032131198","24247.421","50","0","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"3224","83","3-Non optimal","11424.4","1462.19064258868","24364.755","35","0","Layout 6x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"3225","83","3-Non optimal","11312.19","1438.22986038331","24090.195","15","270","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
