"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","Window to Wall %","Site orientation (°)","Facade type","Local shading type","% External window opens",
"486","10","3-Non optimal","11443.18","1482.23860541886","24392.381","40","180","Layout 6x4-10-0.6M","OVERHANG -1","80",
"487","10","3-Non optimal","11303.72","1446.92296655166","24031.109","30","90","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","70",
"488","10","3-Non optimal","11637.93","1479.6120629645","24938.607","10","0","Layout 6x4-10-0.6M","No shading","80",
"489","10","3-Non optimal","11274.43","1451.20893978904","23952.438","40","90","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","80",
"490","10","1-Optimal","11348.86","1438.21370887945","24197.516","50","270","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"491","10","3-Non optimal","11608.82","1475.09498546071","24846.341","40","270","Layout 6x5-10-1M","No shading","50",
"492","10","3-Non optimal","11798.02","1496.27687972971","25371.919","20","0","Layout 3x5-10-0.6M","No shading","60",
"493","10","3-Non optimal","11325.52","1448.4193414453","24092.535","20","90","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","80",
"494","10","3-Non optimal","11414.12","1459.61899367564","24344.964","50","0","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"495","10","3-Non optimal","11345.11","1454.54399752011","24156.931","40","0","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","50",
"496","10","3-Non optimal","11457.81","1456.46943096192","24476.353","45","0","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"497","10","3-Non optimal","11457.36","1461.98033673025","24464.289","15","0","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"498","10","3-Non optimal","11328.95","1449.5397504628","24098.848","15","90","Layout 3x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"499","10","3-Non optimal","11216.52","1448.81142348609","23793.556","45","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"500","10","3-Non optimal","11213.02","1450.47562853126","23769.841","30","90","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"501","10","3-Non optimal","11244.26","1453.85234467065","23853.048","50","90","Layout 6x3-10-0.8M","OVERHANG -3 SIDEFINS","50",
"502","10","3-Non optimal","11254.24","1472.63501433086","23899.598","10","180","Layout 3x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"503","10","3-Non optimal","11325.29","1478.62356620291","24081.288","30","180","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"504","10","3-Non optimal","11250.52","1453.13503384728","23882.026","50","90","Layout 3x4-10-0.6M","OVERHANG -4 - SDEFINS","50",
"505","10","3-Non optimal","11688.93","1477.92297209363","25072.942","25","270","Layout 3x3-10-0.8M","No shading","50",
"506","11","3-Non optimal","11218.71","1472.76586098736","23797.490","30","180","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","50",
"507","11","3-Non optimal","11362.08","1453.68113592406","24185.269","40","90","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","60",
"508","11","3-Non optimal","11218.32","1475.09439526421","23786.713","40","180","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"509","11","3-Non optimal","11626.98","1468.94557358454","24916.134","20","270","Layout 5x5-10-0.6M","No shading","80",
"510","11","1-Optimal","11177.96","1452.11523720907","23678.311","20","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"511","11","3-Non optimal","11509.56","1487.35726714468","24572.658","30","180","Layout 4x5-10-1M","OVERHANG -1","70",
"512","11","3-Non optimal","11214.89","1449.80365432303","23774.901","15","90","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","50",
"513","11","3-Non optimal","11177.96","1452.11523720907","23678.311","35","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"514","11","3-Non optimal","11317.1","1474.96335588569","24061.569","30","180","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","70",
"515","11","3-Non optimal","11178.32","1452.71890455565","23678.137","35","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"516","11","3-Non optimal","11336.1","1439.61435500662","24155.379","25","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","60",
"517","11","3-Non optimal","11746.44","1487.23662989785","25236.162","10","0","Layout 4x3-10-0.6M","No shading","50",
"518","11","3-Non optimal","11381.83","1453.7405829555","24268.262","45","0","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"519","11","3-Non optimal","11178.35","1451.58269967834","23680.868","45","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"520","11","3-Non optimal","11479.07","1463.92881698399","24521.903","10","0","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","70",
"521","11","3-Non optimal","11216.52","1448.81142348609","23793.556","35","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"522","11","3-Non optimal","11351.19","1442.94840055661","24191.856","15","270","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"523","11","3-Non optimal","11397.16","1445.06132738008","24321.492","35","270","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"524","11","3-Non optimal","11410.8","1457.0264306501","24340.562","40","0","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"525","11","3-Non optimal","11418.54","1450.79085400351","24366.328","40","270","Layout 5x6-10-1M","OVERHANG -3 SIDEFINS","60",
"526","11","3-Non optimal","11569.13","1472.33629550835","24761.772","50","0","Layout 3x5-10-0.6M","OVERHANG -3 SIDEFINS","50",
"527","11","3-Non optimal","11406.99","1449.05531431723","24310.507","40","90","Layout 3x6-10-0.8M","OVERHANG -3 SIDEFINS","80",
"528","11","1-Optimal","11309.68","1438.40793444395","24081.428","35","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","80",
"529","11","3-Non optimal","11310.56","1438.44850414957","24083.557","45","270","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"530","11","3-Non optimal","11570.53","1462.73682969046","24744.354","10","90","Layout 5x5-10-1M","No shading","80",
"531","11","3-Non optimal","11177.96","1452.11523720907","23678.311","40","90","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","70",
"532","11","3-Non optimal","11510.56","1461.86396051525","24614.377","50","0","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","70",
"533","11","3-Non optimal","11731.75","1487.09550158344","25194.556","15","0","Layout 4x3-10-0.8M","No shading","50",
"534","11","3-Non optimal","11616.27","1466.27862989368","24857.536","10","90","Layout 5x4-10-0.8M","No shading","50",
"535","11","3-Non optimal","11667.25","1476.64339294222","25011.535","25","270","Layout 4x5-10-1M","No shading","60",
"536","11","3-Non optimal","11651.65","1474.5652671772","24974.989","20","270","Layout 5x6-10-0.8M","No shading","80",
"537","11","3-Non optimal","11359.37","1443.19470908145","24215.647","20","270","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","50",
"538","11","3-Non optimal","11572.2","1467.75542340766","24757.163","45","270","Layout 6x6-10-1M","No shading","60",
"539","11","3-Non optimal","11626.16","1475.74173635932","24918.467","50","0","Layout 5x5-10-1M","No shading","80",
"540","11","3-Non optimal","11280.23","1451.78925637613","23967.634","30","90","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","70",
"541","11","3-Non optimal","11378.99","1454.9882293656","24254.427","20","0","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"542","11","3-Non optimal","11472.46","1459.77552795341","24509.678","10","0","Layout 3x3-10-1M","OVERHANG -2","70",
"543","11","3-Non optimal","11329.87","1448.26377184953","24105.421","15","90","Layout 3x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"544","11","3-Non optimal","11529.93","1451.04908354715","24644.164","30","90","Layout 4x5-10-0.8M","OVERHANG -1","80",
"545","11","3-Non optimal","11323.06","1451.87274893736","24080.391","40","90","Layout 3x3-10-0.6M","OVERHANG -2","50",
"546","11","3-Non optimal","11428.11","1480.81107728057","24358.057","50","180","Layout 5x5-10-0.8M","OVERHANG -1","50",
"547","11","3-Non optimal","11710.53","1488.57459268827","25133.036","15","0","Layout 5x6-10-0.8M","No shading","60",
"548","11","3-Non optimal","11299.93","1473.6820066221","24016.781","50","180","Layout 3x4-10-1M","OVERHANG -3 SIDEFINS","60",
"549","12","3-Non optimal","11335.87","1480.71789930783","24106.288","30","180","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","50",
"550","12","3-Non optimal","11610.69","1473.04305327455","24856.674","20","270","Layout 6x5-10-1M","No shading","80",
"551","12","3-Non optimal","11352.6","1448.46116741172","24159.128","15","90","Layout 5x6-10-1M","OVERHANG -3 SIDEFINS","70",
"552","12","3-Non optimal","11177.96","1452.11523720907","23678.311","50","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"553","12","3-Non optimal","11343.72","1446.24088252959","24139.857","50","90","Layout 4x6-10-0.8M","OVERHANG -2","70",
"554","12","3-Non optimal","11393.09","1450.51751751259","24292.594","30","270","Layout 6x5-10-0.8M","OVERHANG -3 SIDEFINS","60",
"555","12","3-Non optimal","11244.61","1472.12204424759","23872.448","15","180","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","80",
"556","12","3-Non optimal","11617.23","1475.56786673734","24869.159","45","270","Layout 6x5-10-0.8M","No shading","50",
"557","12","3-Non optimal","11622.9","1476.90753414175","24902.644","25","0","Layout 5x5-10-1M","No shading","50",
"558","12","3-Non optimal","11626.16","1475.74173635932","24918.467","20","0","Layout 5x5-10-1M","No shading","80",
"559","12","3-Non optimal","11393.9","1447.79291499695","24302.277","10","270","Layout 5x6-10-0.8M","OVERHANG -2","50",
"560","12","3-Non optimal","11310.75","1438.73795661958","24083.393","20","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","70",
"561","12","3-Non optimal","11600.01","1473.30756573265","24846.243","45","0","Layout 5x4-10-1M","OVERHANG -1","80",
"562","12","3-Non optimal","11183.36","1470.31950441703","23697.373","50","180","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","60",
"563","12","3-Non optimal","11536.69","1472.34512609013","24670.616","10","0","Layout 4x5-10-0.8M","OVERHANG -3 SIDEFINS","50",
"564","12","3-Non optimal","11178.32","1452.71890455565","23678.137","30","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"565","12","3-Non optimal","11605.22","1470.55671760683","24866.641","50","0","Layout 4x4-10-0.8M","OVERHANG -1","80",
"566","12","3-Non optimal","11385.24","1444.74979240912","24288.188","20","270","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","80",
"567","12","3-Non optimal","11386.24","1480.42362905334","24242.887","10","180","Layout 4x5-10-0.8M","OVERHANG -3 SIDEFINS","70",
"568","12","3-Non optimal","11216.51","1471.5888594682","23793.314","10","180","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"569","12","3-Non optimal","11181.14","1449.8752648781","23687.319","35","90","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","70",
"570","12","3-Non optimal","11380.98","1446.76818375539","24269.173","15","270","Layout 4x5-10-1M","OVERHANG -4 - SDEFINS","50",
"571","12","3-Non optimal","11470.71","1463.30044952702","24496.292","40","0","Layout 5x4-10-0.6M","OVERHANG -3 SIDEFINS","50",
"572","12","3-Non optimal","11325.03","1452.34862455126","24087.943","20","90","Layout 3x4-10-0.6M","OVERHANG -3 SIDEFINS","80",
"573","12","3-Non optimal","11216.57","1449.88667320049","23793.877","50","90","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"574","12","3-Non optimal","11245.94","1452.20180957609","23859.445","45","90","Layout 6x6-10-1M","OVERHANG -3 SIDEFINS","60",
"575","12","3-Non optimal","11657.3","1467.41647758818","24973.183","10","90","Layout 5x6-10-0.6M","No shading","70",
"576","12","3-Non optimal","11625.59","1501.01667026885","24883.794","20","180","Layout 5x6-10-0.8M","No shading","80",
"577","12","3-Non optimal","11336.92","1479.15357520639","24114.020","35","180","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","70",
"578","12","3-Non optimal","11379.32","1447.57916650644","24234.546","10","90","Layout 4x5-10-1M","OVERHANG -3 SIDEFINS","80",
"579","12","3-Non optimal","11338.21","1442.89709133982","24152.342","45","270","Layout 6x6-10-1M","OVERHANG -2","50",
"580","12","3-Non optimal","11279.95","1451.61144204732","23968.878","30","90","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"581","12","3-Non optimal","11680.41","1475.03468030493","25056.495","45","270","Layout 4x3-10-1M","No shading","80",
"582","12","3-Non optimal","11566.32","1464.36639165083","24725.070","50","90","Layout 5x3-10-1M","No shading","50",
"583","12","3-Non optimal","11514.53","1465.31174283524","24619.770","35","0","Layout 4x5-10-0.8M","OVERHANG -2","80",
"584","12","3-Non optimal","11295.33","1476.74303339755","24001.674","20","180","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"585","12","3-Non optimal","11366.52","1446.54834521597","24227.863","35","270","Layout 6x5-10-0.8M","OVERHANG -2","80",
"586","12","3-Non optimal","11280.23","1451.78925637613","23967.634","25","90","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","70",
"587","12","3-Non optimal","11418.62","1451.34501263646","24335.189","25","90","Layout 6x3-10-0.6M","OVERHANG -1","60",
"588","12","3-Non optimal","11184.11","1470.47332370757","23701.827","20","180","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"589","12","3-Non optimal","11796.28","1497.57894864699","25364.173","15","0","Layout 3x5-10-0.6M","No shading","50",
"590","12","3-Non optimal","11402.53","1450.48582598924","24291.967","40","90","Layout 6x6-10-1M","OVERHANG -1","70",
"591","12","3-Non optimal","11615.04","1462.59000370607","24864.538","10","90","Layout 4x4-10-1M","No shading","80",
"592","13","3-Non optimal","11532.49","1451.60689462067","24649.798","35","90","Layout 3x5-10-0.8M","OVERHANG -1","70",
"593","13","3-Non optimal","11681.9","1506.21903183431","25031.051","15","180","Layout 3x6-10-1M","No shading","70",
"594","13","3-Non optimal","11487.97","1463.26793013517","24550.424","15","0","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"595","13","3-Non optimal","11287.52","1454.07679267819","23982.613","45","90","Layout 5x5-10-0.6M","OVERHANG -3 SIDEFINS","70",
"596","13","3-Non optimal","11246.05","1451.06356679416","23866.911","15","90","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"597","13","3-Non optimal","11309.68","1447.88215246374","24049.052","25","90","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"598","13","3-Non optimal","11422.71","1446.16174134548","24389.979","50","270","Layout 3x3-10-1M","OVERHANG -2","70",
"599","13","3-Non optimal","11501.53","1488.54404139287","24547.199","40","180","Layout 5x6-10-0.8M","OVERHANG -1","60",
"600","13","3-Non optimal","11642.98","1463.84724023382","24942.320","50","90","Layout 4x4-10-0.6M","No shading","80",
"601","13","3-Non optimal","11333.64","1443.94606976272","24138.779","45","270","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"602","13","3-Non optimal","11529.66","1451.48611957607","24641.606","30","90","Layout 4x6-10-0.8M","OVERHANG -1","70",
"603","13","3-Non optimal","11213.17","1449.50767144227","23773.543","35","90","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"604","13","3-Non optimal","11606.23","1467.84623720651","24855.334","20","270","Layout 5x5-10-1M","No shading","70",
"605","13","3-Non optimal","11514.56","1486.85881649978","24590.900","35","180","Layout 3x5-10-1M","OVERHANG -1","80",
"606","13","3-Non optimal","11525.8","1450.57996743233","24632.902","25","90","Layout 3x5-10-1M","OVERHANG -1","80",
"607","13","3-Non optimal","11621.68","1478.45438300076","24894.297","25","0","Layout 6x4-10-0.1M","No shading","80",
"608","13","3-Non optimal","11336.11","1450.47169108456","24116.904","50","90","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"609","13","3-Non optimal","11622.28","1471.52698290297","24894.900","15","270","Layout 5x5-10-0.6M","No shading","50",
"610","13","3-Non optimal","11367.03","1444.82147358215","24230.648","45","270","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","70",
"611","13","3-Non optimal","11324.08","1449.64834735445","24084.582","45","90","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"612","13","3-Non optimal","11528.65","1461.65083853574","24622.812","40","90","Layout 6x3-10-0.8M","No shading","80",
"613","13","3-Non optimal","11510.42","1451.72605373176","24585.855","20","90","Layout 5x6-10-0.8M","OVERHANG -1","60",
"614","13","3-Non optimal","11213.15","1450.37724621405","23777.651","50","90","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","50",
"615","13","3-Non optimal","11531.94","1460.23388246325","24667.226","35","270","Layout 5x4-10-0.6M","OVERHANG -1","60",
"616","13","3-Non optimal","11531.34","1472.04759151497","24655.208","30","0","Layout 4x6-10-0.1M","OVERHANG -3 SIDEFINS","50",
"617","13","3-Non optimal","11280.88","1446.74014834817","23965.785","35","90","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"618","13","3-Non optimal","11282.95","1446.75752974859","23973.781","35","90","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"619","13","3-Non optimal","11533.33","1450.87234068724","24654.151","50","90","Layout 3x6-10-0.8M","OVERHANG -1","80",
"620","13","3-Non optimal","11417.68","1457.97937680809","24358.090","50","0","Layout 5x3-10-0.6M","OVERHANG -2","50",
"621","13","3-Non optimal","11330.22","1448.9819699217","24104.652","30","90","Layout 3x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"622","13","3-Non optimal","11243.89","1449.62400646751","23867.390","10","90","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","70",
"623","13","3-Non optimal","11487.97","1463.26793013517","24550.424","10","0","Layout 4x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"624","13","3-Non optimal","11216.52","1448.81142348609","23793.556","40","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"625","13","3-Non optimal","11338.33","1438.3564363985","24165.920","35","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"626","13","3-Non optimal","11423.68","1461.93573222262","24362.285","50","0","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"627","13","3-Non optimal","11214.69","1470.81668550744","23789.999","20","180","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","70",
"628","13","3-Non optimal","11317.01","1451.01175003544","24067.604","40","90","Layout 3x3-10-0.8M","OVERHANG -2","70",
"629","13","3-Non optimal","11338.33","1438.3564363985","24165.920","40","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"630","13","3-Non optimal","11294.18","1477.84598857143","23994.490","30","180","Layout 5x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"631","13","3-Non optimal","11414.06","1455.26747227065","24356.482","15","0","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","80",
"632","13","3-Non optimal","11178.35","1451.58269967834","23680.868","25","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"633","13","3-Non optimal","11284.18","1447.76095813725","23977.624","35","90","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"634","13","3-Non optimal","11379.76","1458.40821327684","24246.523","15","0","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"635","13","3-Non optimal","11298.82","1477.55891066778","24010.199","35","180","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","70",
"636","14","3-Non optimal","11244.29","1452.69138321356","23856.198","20","90","Layout 6x6-10-0.8M","OVERHANG -3 SIDEFINS","70",
"637","14","3-Non optimal","11506.26","1450.71128556495","24582.714","10","90","Layout 3x3-10-0.8M","OVERHANG -1","80",
"638","14","3-Non optimal","11352.6","1448.46116741172","24159.128","45","90","Layout 5x6-10-1M","OVERHANG -3 SIDEFINS","70",
"639","14","3-Non optimal","11533.04","1487.68518658091","24642.018","35","180","Layout 3x6-10-0.6M","OVERHANG -1","70",
"640","14","3-Non optimal","11317.42","1450.45768852818","24070.875","15","90","Layout 3x3-10-0.8M","OVERHANG -2","80",
"641","14","3-Non optimal","11332.51","1444.07595718764","24136.047","50","270","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","70",
"642","14","3-Non optimal","11644.77","1476.35515433436","24968.772","15","0","Layout 5x5-10-0.6M","No shading","70",
"643","14","3-Non optimal","11182.14","1470.30872195844","23695.818","35","180","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","70",
"644","14","3-Non optimal","11327.46","1477.76704195118","24091.413","20","180","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"645","14","3-Non optimal","11508.24","1467.26329747322","24594.476","10","0","Layout 4x6-10-0.1M","OVERHANG -2","50",
"646","14","3-Non optimal","11309.38","1439.83235449451","24076.108","35","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","50",
"647","14","3-Non optimal","11247.49","1472.73727615108","23879.985","40","180","Layout 3x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"648","14","3-Non optimal","11325.51","1477.92687153626","24083.868","20","180","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"649","14","3-Non optimal","11441.15","1457.20053904962","24426.033","20","0","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","70",
"650","14","3-Non optimal","11344.46","1453.28803942417","24160.029","15","0","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","80",
"651","14","3-Non optimal","11369.87","1450.33479637636","24208.385","45","90","Layout 3x6-10-0.6M","OVERHANG -2","50",
"652","14","3-Non optimal","11448.45","1451.17605220762","24452.174","20","270","Layout 4x6-10-0.1M","OVERHANG -3 SIDEFINS","80",
"653","14","3-Non optimal","11514.87","1465.82977234345","24619.134","40","0","Layout 4x5-10-0.8M","OVERHANG -2","70",
"654","14","3-Non optimal","11218.05","1474.26957928963","23787.384","40","180","Layout 6x4-10-0.1M","OVERHANG -4 - SDEFINS","60",
"655","14","3-Non optimal","11528.65","1461.65083853574","24622.812","15","90","Layout 6x3-10-0.8M","No shading","80",
"656","14","3-Non optimal","11257.87","1473.86558120306","23906.390","40","180","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"657","14","3-Non optimal","11420.73","1455.16108451562","24376.370","10","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"658","14","3-Non optimal","11337.4","1478.49255280431","24117.141","30","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","80",
"659","14","3-Non optimal","11352.76","1474.70628965197","24166.013","30","180","Layout 4x3-10-0.6M","OVERHANG -3 SIDEFINS","80",
"660","14","3-Non optimal","11343.97","1452.8895336098","24159.301","15","0","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","80",
"661","14","3-Non optimal","11680.31","1467.69086715254","25035.668","20","90","Layout 4x5-10-0.8M","No shading","70",
"662","14","3-Non optimal","11332.49","1443.50872483018","24137.098","40","270","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","80",
"663","14","3-Non optimal","11180.46","1449.36183834505","23686.229","30","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","80",
"664","14","3-Non optimal","11572.42","1473.13405757338","24763.244","45","0","Layout 6x4-10-0.8M","OVERHANG -1","70",
"665","14","3-Non optimal","11612.31","1470.89665677687","24866.812","20","270","Layout 5x3-10-0.8M","No shading","50",
"666","14","3-Non optimal","11414.12","1459.61899367564","24344.964","20","0","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"667","14","3-Non optimal","11214.72","1470.22062745229","23791.390","30","180","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"668","14","3-Non optimal","11658.51","1466.90366748976","24978.533","35","90","Layout 5x6-10-0.6M","No shading","80",
"669","14","3-Non optimal","11291.32","1476.53464349482","23995.896","10","180","Layout 4x3-10-0.6M","OVERHANG -4 - SDEFINS","50",
"670","14","3-Non optimal","11296.65","1478.75362738776","23999.364","20","180","Layout 5x6-10-0.6M","OVERHANG -4 - SDEFINS","50",
"671","14","3-Non optimal","11513.48","1456.3412344255","24624.064","35","270","Layout 5x3-10-0.6M","OVERHANG -1","70",
"672","14","3-Non optimal","11180.46","1449.36183834505","23686.229","40","90","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","80",
"673","14","3-Non optimal","11289.98","1447.14451182168","23991.827","40","90","Layout 5x4-10-1M","OVERHANG -2","70",
"674","14","3-Non optimal","11359.37","1443.19470908145","24215.647","50","270","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","50",
"675","14","3-Non optimal","11247.1","1475.98848688955","23868.713","40","180","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","50",
"676","14","3-Non optimal","11420.16","1458.38042706091","24367.153","20","0","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"677","14","3-Non optimal","11177.99","1453.31514740386","23675.192","50","90","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","50",
"678","14","3-Non optimal","11248.26","1448.37901253318","23877.562","40","90","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","70",
"679","15","3-Non optimal","11676.18","1508.13001727687","25012.811","40","180","Layout 4x5-10-0.6M","No shading","50",
"680","15","3-Non optimal","11514.14","1487.88733742398","24585.398","30","180","Layout 3x6-10-1M","OVERHANG -1","60",
"681","15","3-Non optimal","11180.46","1449.36183834505","23686.229","50","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","80",
"682","15","3-Non optimal","11221.82","1471.95926877646","23809.001","15","180","Layout 5x3-10-0.6M","OVERHANG -4 - SDEFINS","60",
"683","15","3-Non optimal","11376.59","1440.69899596918","24270.950","10","270","Layout 3x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"684","15","3-Non optimal","11395.09","1445.91710726827","24313.186","25","270","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"685","15","3-Non optimal","11252.67","1446.3293696408","23880.954","50","90","Layout 6x5-10-1M","OVERHANG -4 - SDEFINS","60",
"686","15","3-Non optimal","11411.36","1442.30657104683","24367.173","20","270","Layout 3x3-10-0.6M","OVERHANG -4 - SDEFINS","80",
"687","15","3-Non optimal","11320.75","1452.27362216736","24075.645","30","90","Layout 3x4-10-0.8M","OVERHANG -3 SIDEFINS","80",
"688","15","3-Non optimal","11479.47","1451.56858602421","24504.996","50","90","Layout 5x4-10-1M","OVERHANG -1","70",
"689","15","3-Non optimal","11213.15","1450.37724621405","23777.651","40","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","50",
"690","15","3-Non optimal","11327.46","1477.76704195118","24091.413","35","180","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"691","15","3-Non optimal","11679.58","1482.51951384887","25055.219","45","0","Layout 4x4-10-0.8M","No shading","50",
"692","15","3-Non optimal","11731.75","1487.09550158344","25194.556","35","0","Layout 3x3-10-0.8M","No shading","50",
"693","15","3-Non optimal","11497.03","1451.98794011275","24552.283","20","90","Layout 4x3-10-1M","OVERHANG -1","60",
"694","15","3-Non optimal","11316.99","1476.86320108469","24060.681","35","180","Layout 4x6-10-0.1M","OVERHANG -4 - SDEFINS","80",
"695","15","3-Non optimal","11323.74","1441.86205980552","24112.725","35","270","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"696","15","3-Non optimal","11624.51","1473.00702034021","24895.086","20","270","Layout 5x4-10-1M","No shading","50",
